500,8.708617362479625
600,8.486123925016281
700,8.250086683395459
800,8.00247072082015
900,7.7448836141080895
1000,7.479534478284599
1100,7.209506107199575
1200,6.938410496490774
1300,6.669788260937193
1400,6.406639384633005
1500,6.151215944868942
1600,5.905020674118805
1700,5.668915316617068
1800,5.443266306438771
1900,5.22808719424958
2000,5.023160877107265
2100,4.828133564951282
2200,4.642584050199174
2300,4.466070667433019
2400,4.298160721466259
2500,4.138446862687431
2600,3.9865540055106785
2700,3.8421396586093954
2800,3.7048908204506743
2900,3.574518577705769
3000,3.450751607942573
3100,3.3333308122462197
3200,3.2220043177410425
3300,3.1165238660518537
3400,3.016642896102021
3500,2.9221156318181993
3600,2.832697287005959
3700,2.748145352382694
3800,2.6682212055771743
3900,2.5926919433191267
4000,2.52133228881949
4100,2.4539261219318975
4200,2.3902677351196076
4300,2.330162540222607
4400,2.2734274416510516
4500,2.2198906998470065
4600,2.169391498265153
4700,2.121779218928112
4800,2.0769124346859162
4900,2.0346579297509715
5000,1.9948896998367502
