300,5.779780603284984
400,5.093710586141046
500,4.4613309657522064
600,3.877287419683951
700,3.3403338129419837
800,2.8501683376005977
900,2.406480202507193
1000,2.010298844516564
1100,1.6664207767444315
1200,1.3875252465007766
1300,1.2215548962660283
1400,1.903038629318365
1500,0.4938499731295677
1600,0.4547171178894049
1700,0.39238919506322506
1800,0.3387533526323498
1900,0.29884902512809935
2000,0.2864083862906767
2100,0.10357383119066772
2200,0.16344463782158059
2300,0.15361971967377935
2400,0.14095839049196857
2500,0.12924679235214664
2600,0.1190447925807057
2700,0.11034285262535504
2800,0.10299822906367924
2900,0.09683742529740497
3000,0.09172667530113567
