300,9.412028820900382
400,9.233316067492755
500,9.02648908199292
600,8.802578537149655
700,8.56778074225863
800,8.325445517550627
900,8.077562383645542
1000,7.827062988816799
1100,7.58055143155584
1200,7.353123801743887
1300,7.196383170475387
1400,7.795312101127659
1500,6.145990205614469
1600,6.08453231685884
1700,5.931126426240692
1800,5.7785425705820535
1900,5.661140649199637
2000,5.671077048311037
2100,4.251315941001715
2200,4.8503265930127215
2300,4.855844691408904
2400,4.813769193333008
2500,4.77138807463499
2600,4.7402042422492245
2700,4.72460075130982
2800,4.726225939052145
2900,4.743989523662494
3000,4.769299894350383
