2.25,1.5,4,1197.558594
2.25,1.65,4,1273.144531
2.25,1.8,4,1311.816406
2.25,1.95,4,1323.535156
2.25,2.1,4,1317.675781
2.25,2.25,4,1298.925781
2.25,2.4,4,1271.972656
2.25,2.55,4,1239.160156
2.25,2.7,4,1202.832031
2.25,2.85,4,1164.746094
1.65,1.5,4,400.3173828125
1.65,1.65,4,400.3173828125
1.65,1.8,4,400.3173828125
1.65,1.95,4,400.3173828125
1.65,2.1,4,400.3173828125
1.65,2.25,4,400.3173828125
1.65,2.4,4,400.3173828125
1.65,2.55,4,400.3173828125
1.65,2.7,4,400.3173828125
1.65,2.8499999999999996,4,752.6123046875
1.8,1.5,4,400.3173828125
1.8,1.65,4,400.3173828125
1.8,1.8,4,400.3173828125
1.8,1.95,4,400.3173828125
1.8,2.1,4,769.7509765625
1.8,2.25,4,866.2353515625
1.8,2.4,4,946.2158203125
1.8,2.55,4,995.7275390625
1.8,2.7,4,1021.1181640625
1.8,2.8499999999999996,4,1030.6396484375
1.95,1.5,4,400.3173828125
1.95,1.65,4,760.8642578125
1.95,1.8,4,924.6337890625
1.95,1.95,4,1047.7783203125
1.95,2.1,4,1124.5849609375
1.95,2.25,4,1166.4794921875
1.95,2.4,4,1184.2529296875
1.95,2.55,4,1184.2529296875
1.95,2.7,4,1172.1923828125
1.95,2.8499999999999996,4,1151.8798828125
2.1,1.5,4,972.8759765625
2.1,1.65,4,1120.1416015625
2.1,1.8,4,1210.2783203125
2.1,1.95,4,1259.7900390625
2.1,2.1,4,1280.7373046875
2.1,2.25,4,1281.3720703125
2.1,2.4,4,1268.0419921875
2.1,2.55,4,1245.1904296875
2.1,2.7,4,1215.3564453125
2.1,2.8499999999999996,4,1182.3486328125
1.8,3.,4,1028.1005859375
1.8,3.15,4,1016.6748046875
1.95,3.,4,1125.8544921875
1.95,3.15,4,1096.0205078125
2.1,3.,4,1146.1669921875
2.1,3.15,4,1108.7158203125
2.4,1.8,4,1319.4580078125
2.4,1.95,4,1313.7451171875
2.4,2.1,4,1295.9716796875
2.4,2.25,4,1269.3115234375
2.4,2.4,4,1237.5732421875
2.4,2.55,4,1202.0263671875
2.4,2.7,4,1164.5751953125
2.4,2.85,4,1125.8544921875
2.4,3.,4,1086.4990234375
2.55,1.8,4,1282.0068359375
2.55,1.95,4,1269.3115234375
2.55,2.1,4,1247.0947265625
2.55,2.25,4,1218.5302734375
2.55,2.4,4,1185.5224609375
2.55,2.55,4,1149.9755859375
2.55,2.7,4,1113.1591796875
2.55,2.85,4,1075.7080078125
2.55,3.,4,1038.8916015625
2.6999999999999997,1.8,4,1219.7998046875
2.6999999999999997,1.95,4,1204.5654296875
2.6999999999999997,2.1,4,1181.0791015625
2.6999999999999997,2.25,4,1153.1494140625
2.6999999999999997,2.4,4,1122.0458984375
2.6999999999999997,2.55,4,1088.4033203125
2.6999999999999997,2.7,4,1054.1259765625
2.6999999999999997,2.85,4,1019.8486328125
2.6999999999999997,3.,4,984.9365234375
2.8499999999999996,1.8,4,1144.2626953125
2.8499999999999996,1.95,4,1129.0283203125
2.8499999999999996,2.1,4,1107.4462890625
2.8499999999999996,2.25,4,1082.0556640625
2.8499999999999996,2.4,4,1053.4912109375
2.8499999999999996,2.55,4,1023.0224609375
2.8499999999999996,2.7,4,991.2841796875
2.8499999999999996,2.85,4,960.1806640625
2.8499999999999996,3.,4,928.4423828125
2.4,1.5,4,1268.6767578125
2.4,1.65,4,1306.7626953125
2.55,1.5,4,1261.0595703125
2.55,1.65,4,1281.3720703125
2.6999999999999997,1.5,4,1212.8173828125
2.6999999999999997,1.65,4,1224.2431640625
2.8499999999999996,1.5,4,1142.9931640625
2.8499999999999996,1.65,4,1149.9755859375
1.5,1.5,3,400.3173828125
1.5,1.75,3,400.3173828125
1.5,2.,3,400.3173828125
1.5,2.25,3,400.3173828125
1.5,2.5,3,400.3173828125
1.5,2.75,3,400.3173828125
1.5,3.,3,400.3173828125
1.75,1.5,3,400.3173828125
1.75,1.75,3,400.3173828125
1.75,2.,3,400.3173828125
1.75,2.25,3,400.3173828125
1.75,2.5,3,400.3173828125
1.75,2.75,3,400.3173828125
1.75,3.,3,637.0849609375
2.,1.5,3,400.3173828125
2.,1.75,3,400.3173828125
2.,2.,3,400.3173828125
2.,2.25,3,913.2080078125
2.,2.5,3,1035.7177734375
2.,2.75,3,1089.6728515625
2.,3.,3,1099.8291015625
2.25,1.5,3,825.6103515625
2.25,1.75,3,1096.6552734375
2.25,2.,3,1233.7646484375
2.25,2.25,3,1285.8154296875
2.25,2.5,3,1287.7197265625
2.25,2.75,3,1259.7900390625
2.25,3.,3,1215.3564453125
2.5,1.5,3,1214.0869140625
2.5,1.75,3,1321.3623046875
2.5,2.,3,1353.1005859375
2.5,2.25,3,1341.0400390625
2.5,2.5,3,1302.3193359375
2.5,2.75,3,1250.2685546875
2.5,3.,3,1191.2353515625
2.75,1.5,3,1252.8076171875
2.75,1.75,3,1298.5107421875
2.75,2.,3,1296.6064453125
2.75,2.25,3,1266.7724609375
2.75,2.5,3,1221.0693359375
2.75,2.75,3,1167.1142578125
2.75,3.,3,1108.7158203125
3.,1.5,3,1159.4970703125
3.,1.75,3,1186.1572265625
3.,2.,3,1177.9052734375
3.,2.25,3,1148.7060546875
3.,2.5,3,1107.4462890625
3.,2.75,3,1059.8388671875
3.,3.,3,1009.6923828125
1.5,1.5,2,400.3173828125
1.5,1.5,5,400.3173828125
1.5,1.75,2,400.3173828125
1.5,1.75,5,400.3173828125
1.5,2.,2,400.3173828125
1.5,2.,5,400.3173828125
1.5,2.25,2,400.3173828125
1.5,2.25,5,400.3173828125
1.5,2.5,2,400.3173828125
1.5,2.5,5,400.3173828125
1.5,2.75,2,400.3173828125
1.5,2.75,5,400.3173828125
1.5,3.,2,400.3173828125
1.5,3.,5,733.5693359375
1.75,1.5,2,400.3173828125
1.75,1.5,5,400.3173828125
1.75,1.75,2,400.3173828125
1.75,1.75,5,400.3173828125
1.75,2.,2,400.3173828125
1.75,2.,5,928.4423828125
1.75,2.25,2,400.3173828125
1.75,2.25,5,1048.4130859375
1.75,2.5,2,400.3173828125
1.75,2.5,5,1083.3251953125
1.75,2.75,2,400.3173828125
1.75,2.75,5,1071.8994140625
1.75,3.,2,400.3173828125
1.75,3.,5,1036.3525390625
2.,1.5,2,400.3173828125
2.,1.5,5,1087.1337890625
2.,1.75,2,400.3173828125
2.,1.75,5,1238.2080078125
2.,2.,2,400.3173828125
2.,2.,5,1276.9287109375
2.,2.25,2,400.3173828125
2.,2.25,5,1257.2509765625
2.,2.5,2,400.3173828125
2.,2.5,5,1208.3740234375
2.,2.75,2,400.3173828125
2.,2.75,5,1146.1669921875
2.,3.,2,599.6337890625
2.,3.,5,1078.8818359375
2.25,1.5,2,-1
2.25,1.5,5,1273.7548828125
2.25,1.75,2,400.3173828125
2.25,1.75,5,1302.9541015625
2.25,2.,2,587.5732421875
2.25,2.,5,1277.5634765625
2.25,2.25,2,821.1669921875
2.25,2.25,5,1225.5126953125
2.25,2.5,2,981.1279296875
2.25,2.5,5,1160.7666015625
2.25,2.75,2,1071.2646484375
2.25,2.75,5,1092.2119140625
2.25,3.,2,1112.5244140625
2.25,3.,5,1023.6572265625
2.5,1.5,2,692.3095703125
2.5,1.5,5,1226.1474609375
2.5,1.75,2,995.7275390625
2.5,1.75,5,1220.4345703125
2.5,2.,2,1179.1748046875
2.5,2.,5,1181.7138671875
2.5,2.25,2,1275.0244140625
2.5,2.25,5,1127.1240234375
2.5,2.5,2,1312.4755859375
2.5,2.5,5,1065.5517578125
2.5,2.75,2,1311.8408203125
2.5,2.75,5,1002.7099609375
2.5,3.,2,1287.7197265625
2.5,3.,5,941.1376953125
2.75,1.5,2,1132.8369140625
2.75,1.5,5,1107.4462890625
2.75,1.75,2,1288.3544921875
2.75,1.75,5,1095.3857421875
2.75,2.,2,1362.6220703125
2.75,2.,5,1059.2041015625
2.75,2.25,2,1384.2041015625
2.75,2.25,5,1011.5966796875
2.75,2.5,2,1371.5087890625
2.75,2.5,5,958.9111328125
2.75,2.75,2,1337.2314453125
2.75,2.75,5,904.9560546875
2.75,3.,2,1290.2587890625
2.75,3.,5,852.2705078125
3.,1.5,2,1217.2607421875
3.,1.5,5,974.1455078125
3.,1.75,2,1304.2236328125
3.,1.75,5,963.3544921875
3.,2.,2,1335.3271484375
3.,2.,5,934.1552734375
3.,2.25,2,1330.8837890625
3.,2.25,5,895.4345703125
3.,2.5,2,1303.5888671875
3.,2.5,5,852.2705078125
3.,2.75,2,1261.6943359375
3.,2.75,5,807.8369140625
3.,3.,2,1212.1826171875
3.,3.,5,764.0380859375
1.5,1.5,1,400.3173828125
1.5,1.75,1,-1
1.5,2.,1,400.3173828125
1.5,2.25,1,400.3173828125
1.5,2.5,1,-1
1.5,2.75,1,-1
1.5,3.,1,400.3173828125
1.75,1.5,1,-1
1.75,1.75,1,-1
1.75,2.,1,400.3173828125
1.75,2.25,1,-1
1.75,2.5,1,400.3173828125
1.75,2.75,1,400.3173828125
1.75,3.,1,400.3173828125
2.,1.5,1,-1
2.,1.75,1,-1
2.,2.,1,400.3173828125
2.,2.25,1,-1
2.,2.5,1,-1
2.,2.75,1,400.3173828125
2.,3.,1,400.3173828125
2.25,1.5,1,-1
2.25,1.75,1,-1
2.25,2.,1,400.3173828125
2.25,2.25,1,-1
2.25,2.5,1,-1
2.25,2.75,1,400.3173828125
2.25,3.,1,400.3173828125
2.5,1.5,1,-1
2.5,1.75,1,-1
2.5,2.,1,-1
2.5,2.25,1,-1
2.5,2.5,1,-1
2.5,2.75,1,458.7158203125
2.5,3.,1,614.8681640625
2.75,1.5,1,-1
2.75,1.75,1,-1
2.75,2.,1,-1
2.75,2.25,1,781.1767578125
2.75,2.5,1,-1
2.75,2.75,1,1061.1083984375
2.75,3.,1,1120.7763671875
3.,1.5,1,-1
3.,1.75,1,-1
3.,2.,1,1073.8037109375
3.,2.25,1,-1
3.,2.5,1,1283.2763671875
3.,2.75,1,1317.5537109375
3.,3.,1,1321.3623046875
