2.75,1.5,1,-1
2.75,1.75,1,-1
2.75,2.,1,916.3818359375
2.75,2.25,1,1111.8896484375
2.75,2.5,1,1244.5556640625
2.75,2.75,1,1327.0751953125
2.75,3.,1,1371.5087890625
3.,1.5,1,-1
3.,1.75,1,1099.1943359375
3.,2.,1,1275.0244140625
3.,2.25,1,1388.0126953125
3.,2.5,1,1452.7587890625
3.,2.75,1,1481.3232421875
3.,3.,1,1483.2275390625
3.25,1.5,1,-1
3.25,1.75,1,1333.4228515625
3.25,2.,1,1438.1591796875
3.25,2.25,1,1495.2880859375
3.25,2.5,1,1516.8701171875
3.25,2.75,1,1512.4267578125
3.25,3.,1,1490.8447265625
3.5,1.5,1,-1
3.5,1.75,1,1442.6025390625
3.5,2.,1,1495.9228515625
3.5,2.25,1,1513.6962890625
3.5,2.5,1,1507.3486328125
3.5,2.75,1,1483.2275390625
3.5,3.,1,1447.0458984375
3.75,1.5,1,1403.2470703125
3.75,1.75,1,1455.2978515625
3.75,2.,1,1474.3408203125
3.75,2.25,1,1468.6279296875
3.75,2.5,1,1446.4111328125
3.75,2.75,1,1412.1337890625
3.75,3.,1,1370.2392578125
4.,1.5,1,1125.8544921875
4.,1.75,1,1181.0791015625
4.,2.,1,1207.1044921875
4.,2.25,1,1212.8173828125
4.,2.5,1,1202.6611328125
4.,2.75,1,1181.7138671875
4.,3.,1,1153.1494140625
4.25,1.5,1,902.4169921875
4.25,1.75,1,957.0068359375
4.25,2.,1,988.1103515625
4.25,2.25,1,1000.1708984375
4.25,2.5,1,999.5361328125
4.25,2.75,1,988.1103515625
4.25,3.,1,969.0673828125
2.,1.5,2,400.3173828125
2.,1.75,2,400.3173828125
2.,2.,2,400.3173828125
2.,2.25,2,625.0244140625
2.,2.5,2,814.8193359375
2.,2.75,2,963.3544921875
2.,3.,2,1052.8564453125
2.25,1.5,2,400.3173828125
2.25,1.75,2,778.6376953125
2.25,2.,2,1036.9873046875
2.25,2.25,2,1195.6787109375
2.25,2.5,2,1281.3720703125
2.25,2.75,2,1318.1884765625
2.25,3.,2,1321.3623046875
2.5,1.5,2,1007.1533203125
2.5,1.75,2,1227.4169921875
2.5,2.,2,1351.1962890625
2.5,2.25,2,1408.9599609375
2.5,2.5,2,1423.5595703125
2.5,2.75,2,1409.5947265625
2.5,3.,2,1377.8564453125
2.75,1.5,2,1202.6611328125
2.75,1.75,2,1328.3447265625
2.75,2.,2,1388.6474609375
2.75,2.25,2,1405.7861328125
2.75,2.5,2,1394.3603515625
2.75,2.75,2,1364.5263671875
2.75,3.,2,1323.9013671875
3.,1.5,2,1201.3916015625
3.,1.75,2,1283.2763671875
3.,2.,2,1316.9189453125
3.,2.25,2,1319.4580078125
3.,2.5,2,1301.0498046875
3.,2.75,2,1269.3115234375
3.,3.,2,1229.3212890625
3.25,1.5,2,1146.8017578125
3.25,1.75,2,1203.9306640625
3.25,2.,2,1225.5126953125
3.25,2.25,2,1222.3388671875
3.25,2.5,2,1202.0263671875
3.25,2.75,2,1172.1923828125
3.25,3.,2,1134.7412109375
3.5,1.5,2,1104.2724609375
3.5,1.75,2,1144.2626953125
3.5,2.,2,1155.0537109375
3.5,2.25,2,1146.8017578125
3.5,2.5,2,1125.2197265625
3.5,2.75,2,1095.3857421875
3.5,3.,2,1060.4736328125
1.75,1.25,3,-1
1.75,1.5,3,400.3173828125
1.75,1.75,3,400.3173828125
1.75,2.,3,400.3173828125
1.75,2.25,3,741.8212890625
1.75,2.5,3,925.2685546875
1.75,2.75,3,1028.7353515625
2.,1.25,3,-1
2.,1.5,3,400.3173828125
2.,1.75,3,931.6162109375
2.,2.,3,1142.3583984375
2.,2.25,3,1247.7294921875
2.,2.5,3,1286.4501953125
2.,2.75,3,1284.5458984375
2.25,1.25,3,812.9150390625
2.25,1.5,3,1122.0458984375
2.25,1.75,3,1287.7197265625
2.25,2.,3,1359.4482421875
2.25,2.25,3,1374.6826171875
2.25,2.5,3,1355.0048828125
2.25,2.75,3,1316.2841796875
2.5,1.25,3,1083.3251953125
2.5,1.5,3,1253.4423828125
2.5,1.75,3,1330.8837890625
2.5,2.,3,1350.5615234375
2.5,2.25,3,1335.3271484375
2.5,2.5,3,1299.7802734375
2.5,2.75,3,1252.8076171875
2.75,1.25,3,1089.6728515625
2.75,1.5,3,1201.3916015625
2.75,1.75,3,1247.7294921875
2.75,2.,3,1252.1728515625
2.75,2.25,3,1231.8603515625
2.75,2.5,3,1196.3134765625
2.75,2.75,3,1152.5146484375
3.,1.25,3,1016.6748046875
3.,1.5,3,1099.1943359375
3.,1.75,3,1132.8369140625
3.,2.,3,1133.4716796875
3.,2.25,3,1115.0634765625
3.,2.5,3,1083.9599609375
3.,2.75,3,1045.8740234375
3.25,1.25,3,941.7724609375
3.25,1.5,3,1005.8837890625
3.25,1.75,3,1030.6396484375
3.25,2.,3,1030.0048828125
3.25,2.25,3,1012.8662109375
3.25,2.5,3,986.2060546875
3.25,2.75,3,953.1982421875
1.5,1.25,4,400.3173828125
1.5,1.5,4,400.3173828125
1.5,1.75,4,400.3173828125
1.5,2.,4,400.3173828125
1.5,2.25,4,400.3173828125
1.5,2.5,4,778.6376953125
1.5,2.75,4,888.4521484375
1.75,1.25,4,400.3173828125
1.75,1.5,4,400.3173828125
1.75,1.75,4,829.4189453125
1.75,2.,4,1066.8212890625
